idx	gene_id	task_id	system	subsystem	reactions
83	HADHA	52	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
84	HADHA	53	CARBOHYDRATES METABOLISM	KETOGENESIS	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
85	HADHA	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
86	HADHA	135	AMINO ACIDS METABOLISM	VALINE METABOLISM	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
87	HADHA	136	AMINO ACIDS METABOLISM	VALINE METABOLISM	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
88	HADHA	137	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
89	HADHA	139	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	ACACT1rm|ECOAH12m|ECOAH1m|ECOAH9m|FAOXC200180m|FAOXC2031836m|FAOXC2242046m|FAOXC226205m|HACD1m|PRPNCOAHYDm|r0287|r0634|r0660|r0661|r0669|r0714|r0716|r0717|r0718|r0720|r0721|r0722|r0724|r0726|r0727|r0728|r0729|r0730|r0731|r0733|r0734|r1474|r1481|RE0512M|RE1520M|RE1521M|RE1522M|RE1523M|RE1525M|RE1526M|RE1527M|RE1531M|RE1532M|RE1533M|RE1534M|RE3004M|RE3006M|FAOXC141C121m|FAOXC141C141OHm|FAOXC142C142OHm|FAOXC143C123m|FAOXC14C14OHm|FAOXC161C141m|FAOXC161C161OHm|FAOXC162C142m|FAOXC162C162OHm|FAOXC163C143m|FAOXC163GC142m|FAOXC164C143m|FAOXC16C16OHm|FAOXC181C161m|FAOXC181C181OHm|FAOXC182C162m|FAOXC182C182OHm|FAOXC183C163Gm|FAOXC183C163m|FAOXC184C163m|FAOXC184C164m|FAOXC185C164m|FAOXC18C18OHm|FAOXC204C184m|FAOXC205C185m|FAOXC225C204m|FAOXC226C205m|FAOXTC142TC122m|FAOXTC162TC142m|FAOXTC182TC162m|FAOXC10080m|FAOXC101_3Em|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_3Em|FAOXC121_3Zm|FAOXC121_5Em|FAOXC122_3E_6Em|FAOXC122_3Z_6Zm|FAOXC123_3Z_6Z_9Zm|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC161140m|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_3Z_6Z_9Z_12Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC185_3Z_6Z_9Z_12Z_15Zm|FAOXC204_5Z_8Z_11Z_14Zm|FAOXC204184m2|FAOXC205_5Z_8Z_11Z_14Z_17Zm|FAOXC225_4Z_7Z_10Z_13Z_16Zm|FAOXC4020m|FAOXC6040m|FAOXC61_3Zm|FAOXC8060m|FAOXC81_5Zm
90	ACACB	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACCOAC|ACCOACm
91	ACACB	153	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACCOAC|ACCOACm
92	ACACB	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACCOAC|ACCOACm
93	ACACB	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACCOAC|ACCOACm
94	ACACB	165	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACCOAC|ACCOACm
95	GNPNAT1	47	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAM6PSi
96	GNPNAT1	48	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAM6PSi
97	GNPNAT1	49	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAM6PSi
98	PGM3	47	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAMPM
99	PGM3	48	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAMPM
100	PGM3	49	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	ACGAMPM
101	ACADM	136	AMINO ACIDS METABOLISM	VALINE METABOLISM	ACOAD10m|ACOAD1fm|ACOAD9m|FAOXC1811601m|FAOXC182806m|FAOXC183806m|FAOXC2051843m|FAOXC2251836m|FAOXC2252053m|PPCOAOm|r0310|FAOXC101C102m|FAOXC102C103m|FAOXC121C101m|FAOXC12C12OHm|FAOXC81C61m|FAOXTC101TC102m|FAOXC10080m|FAOXC101_4Em|FAOXC101_4Zm|FAOXC102_4Z_7Zm|FAOXC120100m|FAOXC121_5Em|FAOXC140120m|FAOXC141_5Em|FAOXC141_5Zm|FAOXC141_7Em|FAOXC142_5E_8Em|FAOXC142_5Z_8Zm|FAOXC143_5Z_8Z_11Zm|FAOXC160140m|FAOXC161_7Em|FAOXC161_7Zm|FAOXC161_9Em|FAOXC162_7E_10Em|FAOXC162_7Z_10Zm|FAOXC163_4Z_7Z_10Zm|FAOXC163_7Z_10Z_13Zm|FAOXC164_4Z_7Z_10Z_13Zm|FAOXC181_11Em|FAOXC181_9Em|FAOXC181_9Zm|FAOXC182_9E_12Em|FAOXC182_9Z_12Zm|FAOXC183_6Z_9Z_12Zm|FAOXC183_9Z_12Z_15Zm|FAOXC184_6Z_9Z_12Z_15Zm|FAOXC4020m|FAOXC6040m|FAOXC8060m|FAOXC81_5Zm
102	ACADSB	102	AMINO ACIDS METABOLISM	ISOLEUCINE METABOLISM	ACOAD10m|ACOAD1fm|PPCOAOm|r0603|FAOXC6040m
103	ACAD8	136	AMINO ACIDS METABOLISM	VALINE METABOLISM	ACOAD1fm|ACOAD9m|PPCOAOm
104	IVD	103	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	ACOAD8m|r0655
105	IVD	104	AMINO ACIDS METABOLISM	LEUCINE METABOLISM	ACOAD8m|r0655
106	FASN	151	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACOATA|FA160ACPH|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|FAS80COA_L|MCOATA|r0678|r0681|r0682|r0691|r0692|r0693|r0694|r0695|r0696|r0697|r0712|r0760|r0761|r0762|r0763|r0764|r0765|r0766|r0767|r0768|r0769|r0770|r0772|r0773
107	FASN	153	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACOATA|FA160ACPH|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|FAS80COA_L|MCOATA|r0678|r0681|r0682|r0691|r0692|r0693|r0694|r0695|r0696|r0697|r0712|r0760|r0761|r0762|r0763|r0764|r0765|r0766|r0767|r0768|r0769|r0770|r0772|r0773
108	FASN	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACOATA|FA160ACPH|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|FAS80COA_L|MCOATA|r0678|r0681|r0682|r0691|r0692|r0693|r0694|r0695|r0696|r0697|r0712|r0760|r0761|r0762|r0763|r0764|r0765|r0766|r0767|r0768|r0769|r0770|r0772|r0773
109	FASN	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	ACOATA|FA160ACPH|FAS100COA|FAS120COA|FAS140COA|FAS160COA|FAS180COA|FAS80COA_L|MCOATA|r0678|r0681|r0682|r0691|r0692|r0693|r0694|r0695|r0696|r0697|r0712|r0760|r0761|r0762|r0763|r0764|r0765|r0766|r0767|r0768|r0769|r0770|r0772|r0773
110	ACO1	4	ENERGY METABOLISM	KREBS CYCLE	ACONT|ACONTm|r0317|r0426
111	ACO1	5	ENERGY METABOLISM	ATP GENERATION	ACONT|ACONTm|r0317|r0426
112	ACO1	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	ACONT|ACONTm|r0317|r0426
113	ACO1	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	ACONT|ACONTm|r0317|r0426
114	ACO1	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	ACONT|ACONTm|r0317|r0426
115	ACO1	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	ACONT|ACONTm|r0317|r0426
116	ACO1	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	ACONT|ACONTm|r0317|r0426
117	AMD1	112	AMINO ACIDS METABOLISM	ORNITHINE METABOLISM	ADMDC
118	APRT	18	NUCLEOTIDE METABOLISM	SALVAGE	ADPT|r0051
119	PAPSS1	21	NUCLEOTIDE METABOLISM	COFACTOR	ADSK|SADT
120	PAPSS2	21	NUCLEOTIDE METABOLISM	COFACTOR	ADSK|SADT
121	ADSL	9	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	ADSL1|ADSL2
122	ADSL	11	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	ADSL1|ADSL2
123	ADSL	13	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ADSL1|ADSL2
124	ADSL	15	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ADSL1|ADSL2
125	ADSSL1	13	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ADSS
126	ADSS	13	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ADSS
127	B3GNT2	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT11g|B3GNT12g
128	B3GNT2	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT11g|B3GNT12g
129	B3GNT2	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT11g|B3GNT12g
130	B3GNT7	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
131	B3GNT7	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
132	B3GNT7	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
133	B3GNT4	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
134	B3GNT4	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
